date_id,hour,outlet_id,device_group,sales_units,sales_revenue,hour_label,territory_id
20250428,7,OUT-041,Wearable,2,353.85,07:00,T-017
20250428,8,OUT-041,Phone,6,4689.22,08:00,T-017
20250428,8,OUT-041,Tablet,4,1669.29,08:00,T-017
20250428,8,OUT-041,Wearable,2,351.49,08:00,T-017
20250428,9,OUT-041,Phone,45,30660.07,09:00,T-017
20250428,9,OUT-041,Tablet,33,15843.72,09:00,T-017
20250428,9,OUT-041,Wearable,16,2914.15,09:00,T-017
20250428,10,OUT-041,Phone,44,29877.14,10:00,T-017
20250428,10,OUT-041,Tablet,24,10287.38,10:00,T-017
20250428,10,OUT-041,Wearable,21,4032.69,10:00,T-017
20250428,11,OUT-041,Phone,44,34015.17,11:00,T-017
20250428,11,OUT-041,Tablet,34,15046.5,11:00,T-017
20250428,11,OUT-041,Wearable,17,3174.96,11:00,T-017
20250428,12,OUT-041,Phone,60,41574.19,12:00,T-017
20250428,12,OUT-041,Tablet,40,19779.6,12:00,T-017
20250428,12,OUT-041,Wearable,22,4154.49,12:00,T-017
20250428,13,OUT-041,Phone,69,52428.7,13:00,T-017
20250428,13,OUT-041,Tablet,51,23537.5,13:00,T-017
20250428,13,OUT-041,Wearable,26,4861.81,13:00,T-017
20250428,14,OUT-041,Phone,57,42857.1,14:00,T-017
20250428,14,OUT-041,Tablet,46,22129.46,14:00,T-017
20250428,14,OUT-041,Wearable,23,3774.45,14:00,T-017
20250428,15,OUT-041,Phone,62,50018.35,15:00,T-017
20250428,15,OUT-041,Tablet,38,15948.52,15:00,T-017
20250428,15,OUT-041,Wearable,24,4250.46,15:00,T-017
20250428,16,OUT-041,Phone,78,56815.02,16:00,T-017
20250428,16,OUT-041,Tablet,41,18559.27,16:00,T-017
20250428,16,OUT-041,Wearable,31,5595.48,16:00,T-017
20250428,17,OUT-041,Phone,74,51984.05,17:00,T-017
20250428,17,OUT-041,Tablet,37,17491.25,17:00,T-017
20250428,17,OUT-041,Wearable,27,5222.01,17:00,T-017
20250428,18,OUT-041,Phone,76,59108.63,18:00,T-017
20250428,18,OUT-041,Tablet,41,19134.29,18:00,T-017
20250428,18,OUT-041,Wearable,29,4798.05,18:00,T-017
20250428,19,OUT-041,Phone,46,36730.87,19:00,T-017
20250428,19,OUT-041,Tablet,24,10839.25,19:00,T-017
20250428,19,OUT-041,Wearable,17,3050.76,19:00,T-017
20250428,20,OUT-041,Phone,42,34087.96,20:00,T-017
20250428,20,OUT-041,Tablet,25,10472.75,20:00,T-017
20250428,20,OUT-041,Wearable,15,2531.75,20:00,T-017
20250428,21,OUT-041,Phone,52,39884.74,21:00,T-017
20250428,21,OUT-041,Tablet,33,14926.19,21:00,T-017
20250428,21,OUT-041,Wearable,18,3273.12,21:00,T-017
20250428,22,OUT-041,Phone,6,4152.57,22:00,T-017
20250428,22,OUT-041,Tablet,3,1235.63,22:00,T-017
20250428,22,OUT-041,Wearable,2,390.49,22:00,T-017
20250428,23,OUT-041,Phone,5,3608.68,23:00,T-017
20250428,23,OUT-041,Tablet,3,1435.6,23:00,T-017
20250428,23,OUT-041,Wearable,2,367.03,23:00,T-017
